Keyword,DOI,Title,Abstract
web usage mining,10.1007/978-3-031-99857-7_23,Scalable Compression of Massive Data Collections on HPC Systems,"The exponential growth of digital data poses a significant storage challenge, straining current storage systems in terms of cost, efficiency, maintainability, and available resources. For large-scale data archiving, highly efficient data compression techniques are vital for minimizing storage overhead, communication efficiency, and optimizing data retrieval performance. This paper presents a scalable parallel workflow designed to compress vast collections of files on high-performance computing systems. Leveraging the Permute-Partition-Compress (PPC) paradigm, the proposed workflow optimizes both compression ratio and processing speed. By integrating a data clustering technique, our solution effectively addresses the challenges posed by large-scale data collections in terms of compression efficiency and scalability. Experiments were conducted on the Leonardo petascale supercomputer of CINECA (leonardo-supercomputer.cineca.eu), and processed a subset of the Software Heritage archive, consisting of about 49 million files of C++ code, totaling 1.1 TB of space. Experimental results show significant performance in both compression speedup and scalability."
web usage mining,10.1007/978-3-031-85240-4_24,4WHContext: A Context Based Hate Speech Detection Framework from Social Media Posts,"Detecting hate speech online has become increasingly important due to the surge in harmful content on social media. This is particularly challenging for resource-constrained languages like Bengali. This paper presents a dataset specifically created for detecting contextual hate speech in Bengali, developed through extensive data collection, preprocessing, and both manual and automatic labeling. It comprises 15,000 annotated texts categorized into hate speech and non-hate speech, with a Cohen’s kappa score of 0.88, reflecting strong agreement among annotators. We assessed the dataset using machine learning (ML), deep learning (DL), and BERT-based models. Among these, the BERT-based model XLM-R excelled, attaining an F1 score of 0.94 and an accuracy of 0.92 when context was considered, and an F1 score of 0.89 with an accuracy of 0.87 without context. These findings highlight that integrating context notably enhances the accuracy of hate speech detection, contributing to more effective methods for identifying and mitigating harmful online content."
web usage mining,10.1007/978-3-031-97141-9_20,ViMRHP: A Vietnamese Benchmark Dataset for Multimodal Review Helpfulness Prediction via Human-AI Collaborative Annotation,"Multimodal Review Helpfulness Prediction (MRHP) is an essential task in recommender systems, particularly in E-commerce platforms. Determining the helpfulness of user-generated reviews enhances user experience and improves consumer decision-making. However, existing datasets focus predominantly on English and Indonesian, resulting in a lack of linguistic diversity, especially for low-resource languages such as Vietnamese. In this paper, we introduce ViMRHP ( Vi etnamese M ultimodal R eview H elpfulness P rediction), a large-scale benchmark dataset for MRHP task in Vietnamese. This dataset covers four domains, including 2K products with 46K reviews. Meanwhile, a large-scale dataset requires considerable time and cost. To optimize the annotation process, we leverage AI to assist annotators in constructing the ViMRHP dataset. With AI assistance, annotation time is reduced (90–120 seconds/task $$\rightarrow $$ → 20–40 seconds/task) while maintaining data quality and lowering overall costs by approximately 65%. However, AI-generated annotations still have limitations in complex annotation tasks, which we further examine through a detailed performance analysis. In our experiment on ViMRHP, we evaluate baseline models on human-verified and AI-generated annotations to assess their quality differences. The ViMRHP dataset is publicly available at ( https://github.com/trng28/ViMRHP )."
web usage mining,10.1007/978-3-031-93580-0_8,Pathomorphological Diagnosis Process Intelligence,"Business process management is oriented towards improving processes to best support people, who are working in them. Recent innovations in the area of artificial intelligence (AI), machine learning (ML), Internet of Things (IoT), and distributed systems have provided opportunities for new technologies applications, including process automation. This paper aims at the pathomorphological diagnosis (PD) process modeling for the ML solution implementation. The research method covers the PD laboratory case study. Authors argue that the PD process requires detailed analysis for its digitalization, automation, and combining with ML applications. Authors presented PD process models in BPMN notation, including laboratory equipment and emphasizing data and ML algorithms which are to be utilized in PD process digitalization for appropriate diagnosis for patients. Authors have found and emphasized that implementation of ML/AI algorithms is strongly based on fundamental process modeling."
web usage mining,10.1007/978-3-032-02215-8_2,Data Integration in the AI Era: Research Trends and Still Open Issues,"Data integration (DI) has been an area for intensive research for decades, which resulted in a few acknowledged reference architectures. The architectures can be categorized as supporting: (1) virtual integration (federated and mediated), (2) physical integration (data warehouse), and (3) hybrid (data lake, data lakehouse, data mesh). Regardless of their specific type, all these architectures rely on a complex integration layer. The layer is implemented by a sophisticated software, for designing, orchestrating, and running the so-called DI processes. On the one hand, in all business domains, large volumes of highly heterogeneous data are produced, e.g., medical systems, smart cities, smart agriculture, which require further advancements in the data integration technologies. On the other hand, the widespread adoption of artificial intelligence (AI) solutions is now extending towards DI, offering alternative solutions, opening new research paths, and generating new open problems. In this talk, I will share my perspective on the application and potential of AI solutions for selected DI problems. I will also highlight still unresolved issues within the field of DI. The talk will be structured into three main parts: (1) an overview of data integration architectures, (2) selected AI techniques for DI (like data wrangling, data quality, schema matching, optimization of systems, and code generation), and (3) still open problems in DI. The findings presented in the talk are based on my experience in running research and development DI projects for various business entities. It offers a concise overview of common DI challenges and potential solutions, serving as a quick-start guide for further exploration."
web usage mining,10.1007/978-3-032-02088-8_5,ONFOODS: A Substitute Recommendation System in Food Recipes,"Food waste is a serious problem in modern society. A specific aspect of food waste concerns meat consumption in gastronomy, where typically only prime cuts of meat are used in the kitchen. To facilitate the usage of all parts of animals and thereby reducing food waste, we present Onfoods , a system that recommends alternative meat cuts in recipes and integrates inventory data to help with the creation of menus. Onfoods uses an ontology and a knowledge graph to model recipes, meat cuts and the relationships between the two, similarity measures to find candidates for alternative meat cuts, and inventory data to track the availability of different meat cuts. An intuitive user interface allows the user on one hand to update the knowledge graph and inventory data, and on the other hand to navigate through recipes and choose alternative meat cuts."
web usage mining,10.1007/978-3-032-02088-8_8,Efficient Source Selection for Federated SPARQL Queries Using Adjacent Predicate Information,"With the growing adoption of Linked Open Data (LOD), many distributed knowledge bases have been developed using the RDF format. These knowledge bases each have unique characteristics, and querying across them can reveal richer and more comprehensive insights. To support such cross-repository querying, federated RDF query processing is essential. However, the performance of federated query execution largely depends on efficient source selection—the process of identifying which data sources are relevant to a given query. In this paper, we propose a novel source selection method for federated RDF queries based on a new summarization technique. Our approach precomputes the existence of shared elements between predicate pairs within each data source, considering three types of join patterns: subject–subject, subject–object, and object–object. These relationships are stored in a matrix-form summary for each data source. During query execution, our method identifies predicate pairs from triple patterns that share join keys within a basic graph pattern (BGP) and uses the precomputed summaries to efficiently determine the relevant data sources. Experimental results on the FedBench benchmark show that our method improves the efficiency of source selection and significantly reduces overall query execution time."
web structure mining,10.1007/978-3-032-00983-8_5,Survey on Data Mining and Machine Learning Methods Used in Analyzing Tweets,"It is observed that the Mental illness by the actions and individual emotions and expressions towards a particular situation. It indicates that American Psychiatric Association that has 19% of people experience mental illness. Nearly 4.1% of people [ 1 ] are seriously affected by mental illness. In 2019, World Health Organization(WHO) reported that 264 million people suffer from mental disorders. With the technological growth and affordable internet access, social media usage and impacts are increased in society. Users use social networks to show their emotions, views, and comments related to mental health on various events and themselves. Different intelligent methods that analyze tweets related to depression are summarized. New research areas in analyzing data on social networks are discussed. This article highlights the data mining and machine learning methods associated with mental health using Twitter data."
web structure mining,10.1007/978-3-031-90470-7_6,‘Internet of Things’ and ‘Social Networking’: Containment,"Moving to the post-2000 period, or the post-formation Internet Polity, this chapter begins with the implications of the internet becoming the centred repository of sources, medium of investigation, and object in historicist accounts of recent and contemporary events. Debates on ‘technological determinism Technological determinism ’ are considered here. As events, 9/11 and the 2000 dot-com crash are pegged as turning points. A broad argument is proposed about the condition of the Internet Polity thereafter. It is suggested that it became contained in two moves during the 2000s. This containment involved, first, a space of the internet opening beyond the scope of the Internet Polity. This space incorporated data exchanges between ‘smart’ objects, unsupervised systems, and machine-learning systems. Second, much of the Internet Polity discourse and collective life became concentrated in very large platforms, which have global reach, local penetration, and data-management standards. This move facilitated the burgeoning data market and fed into the first move. The two moves are outlined by focusing on two catchwords and related terms. The first is addressed via the connotations of ‘Internet of Things’ and ‘smart’ objects, and the second by pausing on ‘social networking’ (on ‘sites’ or ‘platforms’). This chapter, and the study, concludes by briefly reconsidering the formative first principles of the Internet Polity, and pinpointing areas for further investigations."
web structure mining,10.1007/978-3-031-93802-3_7,Unveiling Power Laws in Graph Mining: Techniques and Applications in Graph Query Analysis,"Power laws play a crucial role in understanding the structural and functional properties of real-world graphs, influencing various aspects of graph mining and query processing. This paper explores the prevalence of power-law distributions in large-scale graph structures and their implications for graph query analysis. We investigate techniques for efficiently mining graphs that exhibit power-law characteristics, leveraging these distributions to optimize query performance and scalability. Our study presents a comprehensive review of existing methodologies for detecting power-law behavior in graphs, highlighting their impact on graph traversal, indexing, and query execution. We also examine algorithmic optimizations tailored for power-law graphs, including degree-based indexing, community-aware search techniques, and efficient subgraph matching approaches. Furthermore, we discuss the applications of power-law principles in diverse domains such as social network analysis, bioinformatics, and knowledge graphs. Through empirical analysis on real-world datasets, we demonstrate how power-law-aware techniques improve query efficiency and reduce computational complexity in large graph databases. The findings of this study offer valuable insights into the interplay between graph topology and query optimization, paving the way for enhanced graph mining frameworks. Our work contributes to the development of more scalable and intelligent graph query processing systems, with broad implications for data-driven decision-making."
web structure mining,10.1007/978-3-031-93802-3_10,Integrating Graph Convolutional Networks for Web Traffic Prediction,"Web traffic forecasting plays a crucial role in optimizing network resources, enhancing user experience, and ensuring efficient server load management. Traditional approaches, such as ARIMA, SARIMA, and machine learning methods like support vector machines and decision trees, focus primarily on temporal data. These models, however, often fail to capture the intricate relationships within web traffic data, such as user interactions or page-to-page connections, resulting in sub-optimal predictive performance. Graph Convolutional Networks (GCNs) address these limitations by modeling web traffic as a graph, where web pages or users are represented as nodes, and their interactions form edges. GCNs aggregate node information through graph structures, enabling the model to learn both spatial and temporal dependencies inherent in web traffic. This ability to exploit complex data relationships makes GCNs well-suited for more accurate and dynamic web traffic predictions. In this work, we propose a GCN-based framework for web traffic forecasting, incorporating multiple optimizers like Adam, RMSProp, and SGD to identify the model’s fair performance. By optimizing training through these methods, the GCN model efficiently captures both short-term fluctuations and long-term trends in web traffic patterns. Our study highlights the potential of GCNs in elevating the accuracy and reliability of web traffic forecasting. The integration of advanced optimizers further enhances convergence and prediction efficiency, offering a more scalable solution to meet the demands of rapidly growing and complex web systems."
web structure mining,10.1007/978-981-96-7238-7_2,Architecture Mining Approach for Systems-of-Systems: Monitoring and Discovery,"Context: Systems of Systems (SoS) constitute a type of complex software systems resulting from integrating heterogeneous constituent systems that are independently operable on their own but are networked together for a common goal. Each constituent system has its own purpose and could operate and collaborate voluntarily with other constituent systems to achieve a common goal that cannot be treated by any of them in isolation. Objective: A constituent system may be deployed or undeployed at run-time within an SoS. Emergent behaviors may be undesirable and affect the behaviors of each constituent system and lead to unexpected operations and a lack of permanent status in the SoS. Thus, we need to continuously extract and represent the actual behaviors within the SoS at run-time. Method: In this paper, we implement the first step our “Architecture Mining” approach. Thus, we monitor an SoS and develop Discovery algorithm to extract the actual behaviors. The actual behaviors are presented by a “Discovered Model” dynamically and automatically built from the execution traces. Results: To implement our approach, we applied it to a case study entitled Smart City, which is an SoS including six types of constituent systems. We extracted the actual behaviors executed at run time from the SoS execution traces, which have never been modeled in any constituent system nor expected by the designer."
web structure mining,10.1007/978-3-031-95296-8_15,A Mathematical Model and Algorithm for Data Analysis in the Intelligent Management System for Mining and Transport Complexes,"Machine learning methods play an important role in creating algorithms for data analysis in the mining industry. These methods allow you to train the system based on historical data and identify hidden patterns that may not be obvious in traditional analysis. Machine learning algorithms can be used to predict breakdowns, optimize production processes and identify anomalies in the operation of machinery. For example, with the help of training on data on the operation of equipment, you can create a model that will predict the probability of failure of a certain part under specified operating conditions."
web structure mining,10.1007/978-3-031-93802-3_9,"Citation Knowledge Graphs for Academic Insights: Modelling, Processing, and Analysis","The constant flow of information allows the data network to be accurately depicted as a graph, illustrating the interconnections across various groups, including items, customers, transactions, categories, reviews, and suppliers. Graph databases are proficient at revealing relationships and patterns in domains such as social networks, recommendation systems, the semantic web, and fraud detection. They facilitate intricate inquiries, including the determination of shortest paths, the identification of pivotal hubs, and the analysis of relationships. Although graph databases exhibit significant scalability and effectively handle extensive quantities of interconnected data, they frequently lack semantic Information, formal structure, and explicit typing. Knowledge graphs (KGs) mitigate these restrictions by structuring data in a graph format and linking data points via relationships to encapsulate Information. This chapter seeks to elucidate the functionalities of KGs, encompassing activities from traditional graph configurations to semantic frameworks, scalability issues, and query methodologies."
web structure mining,10.1007/978-3-031-93257-1_6,Adaptive Web API Recommendation via Matching Service Clusters and Mashup Requirement,"With the rapid proliferation of Web services and Web APIs, recommendation systems can effectively address the issue of information overload and alleviate the burden of meaningless filtering. Existing approaches can help filtering appropriate Web services for mashup creation, however, they often fall short of developers’ different and personalized needs by recommending only a fixed number of APIs and lack precision in aligning mashup requirements across all categories. To solve the above issue, this paper introduces a novel Web service recommendation framework called AWAR for mashup creation, which focuses on the matching strategy between mashup requirements and Web APIs, and enhances recommendation effectiveness by integrating natural language processing, optimization algorithms, and deep learning. Extensive experiments conducted on large-scale real datasets demonstrate that the proposed approach receives superior recommendation results on multiple evaluation metrics compared to advanced competing baselines."
web structure mining,10.1007/978-3-032-02088-8_29,Benchmarking Embedding Techniques for Modeling User Navigation Behavior on Task-Oriented Software,"Understanding user navigation patterns from clickstream data is crucial for improving business software, yet remains challenging due to the complexity and variability of real-world environments. Unlike controlled settings, real-world clickstreams are noisy, fragmented, and often incomplete, due to session timeouts, network issues, caching, or third-party interactions—making it difficult to reconstruct coherent user journeys. Additionally, the absence of labeled data hinders the use of supervised learning, pushing researchers toward unsupervised or heuristic-based approaches that struggle to fully capture user behavior. In this paper, we present a benchmark of embedding techniques for modeling user navigation behavior on task-oriented software. We identify distinct user behaviors across three real-world case studies. Results show that Pattern2Vec outperforms Word2Vec in capturing meaningful task-based navigation patterns, confirming its suitability for clickstream analysis."
web structure mining,10.1007/978-3-031-95296-8_21,Intelligent Control System for Ore Transportation and Grinding Process in Gold Mining Fields,"This paper is devoted to optimizing the processes of work using intellectual control systems for the transportation and grinding of ore in gold mining fields. Ore is being optimized through the introduction of modern technologies and information systems in the transportation and grinding processes in order to increase efficiency, reduce energy consumption and reduce production costs. The paper examines the applications of IoT technologies, artificial intelligence, and large-scale data analysis in ore transport and grinding processes. With these systems, there is talk of monitoring processes in real time and improving the efficiency of equipment operation. New methods for managing ore transport and grinding processes through mathematical models, optimization algorithms and artificial neural networks are also presented. The results of scientific research in this paper can contribute to innovations and technological developments in the field of gold mining. Improving efficiency through automation of gold mining processes and intellectual management systems not only contributes to economic benefits, but also to the protection of the environment."
web structure mining,10.1007/978-3-031-89518-0_1,On the Centrality of Web Trackers: Assessing Its Potential for Automated Detection,"For the past 20 years, web tracking has raised worries among privacy advocates and authorities responsible for data protection. Researchers have proposed several machine learning-driven remedies to identify Web trackers in an automated manner. While those have displayed potential, they have primarily remained as proofs-of-concept. This work extends on t.ex-Graph outlined in our previous work [ 36 ]. The aim of this model is to distinguish benign from tracking hosts by considering their centrality in the network, and data flows to them. Based on the results of our previous work, we abandoned the SLD-based approach. Consequently, we made slight modifications to the feature vector. Our classifier’s performance is comparable to its original version, and we tested its cross-browser and longitudinal performance. Our results indicate that while the cross-browser performance significantly decreases, the longitudinal performance maintains a high level."
web structure mining,10.1007/978-3-032-02215-8_29,Local-Aware Convolutional Modulation for Short-Term Sequential Recommendation,"Sequential recommendation models have predominantly relied on self-attention mechanisms in recent years. However, beyond self-attention, other deep neural architectures such as convolutional neural networks (CNNs) offer promising alternatives for capturing sequential patterns. In this paper, we explore the CNN-based architecture and propose L ocal-aware C onvolutional M odulation for Short-Term Sequential Rec ommendation (LCMRec). Like other convolutional neural network-based models, LCMRec benefits from strong local modelling capabilities through its convolutional architecture. By introducing the multi-head convolutional modulation (MHCM) unit, which applies convolutions with varying kernel sizes across multiple heads locally, LCMRec dynamically captures short-term dependencies at multiple scales and keeps a linear computational complexity. In experiments, LCMRec outperforms baseline models, demonstrating the efficacy of the convolutional architecture and validating the effectiveness of our approach in balancing multi-scale dependency modelling with computational efficiency."
web structure mining,10.1007/978-3-032-02215-8_3,Leveraging Machine Learning Techniques for Customer Data Deduplication - Hard-Won Lessons from a Real-World Project in the Financial Industry,"This paper is associated with a tutorial presented at DEXA 2025 Conferences and Workshops. The tutorial shares the practical experience gained from a 3-year R&D project for a big financial institution in Poland. The project aimed at developing deduplication pipelines for customer records. It involved the development of two distinct end-to-end deduplication pipelines that are based on (1) statistical/probabilistic modeling and on (2) machine learning. This tutorial focuses on lessons learned from developing the machine learning pipeline , within the context of a real-world industrial setting. Moreover, this tutorial provides an overview of approaches to data deduplication, including the traditional state-of-the-art baseline deduplication pipeline, solutions based on machine learning and neural networks that apply pre-trained and large language models."
web structure mining,10.1007/978-3-031-93257-1_1,Time-Aware Recommendations with Motif-Enhanced Graph Learning,"The time-aware recommendation model captures the dynamic evolution of user interests and item popularity by analyzing users’ historical behaviors, resulting in more accurate recommendations. Recent research has increasingly shifted from traditional sequential models to Graph Neural Networks to more effectively encode complex dynamic collaborative information. Despite these advances, many approaches often overlook important higher-order relations at the motif level and the spatial dynamics within graphs. In this work, we propose a novel time-aware recommendation method named MoDynRec ( Mo tif-Enhanced Dyn amic Graph Learning for Rec ommendations), which effectively models higher-order features and their spatiotemporal evolution by incorporating motifs into dynamic graph representation learning. The approach employs a two-fold strategy: (1) a motif-preserving structural encoder, which aggregates higher-order information from diverse motifs to retain critical structural patterns, and (2) an attention-based temporal encoder, which integrates multi-head self-attention mechanisms to capture sequential evolution patterns in the temporal dimension. This is further enhanced by dynamic graph convolution networks, which explore spatial correlations among nodes, improving adaptability to evolving relationships over time. Extensive experiments on two publicly available datasets demonstrate the effectiveness of the proposed model."
web structure mining,10.1007/978-3-031-93254-0_13,Multi-level Representation Learning with Neural Hawkes Process for Information Diffusion Prediction,"Information diffusion prediction in social networks aims to forecast the scale of information propagation by analyzing the paths of retweets, known as cascades. Since users often participate in multiple cascades, it is valuable to study user relationships in the entire social network, which is overlooked by some works that focus only on an individual cascade. Meanwhile, some methods underestimate the distinct contribution of each user and lack interpretability when extracting cascade features. To address these issues, this paper proposes a Multi-level Representation Learning model with a neural Hawkes process (MRLH) that captures both user relationships across cascades and spatio-temporal features within each cascade. Specifically, user representations are updated based on all the interactions in the social network, capturing global user relationships. To better extract features of each target cascade, a mutual attention mechanism is employed to distinguish user contributions in the diffusion structure, and a multi-head self-attention module with time-aware embeddings is applied to capture temporal information in the user participation sequence. Additionally, a neural Hawkes process is introduced for joint training, combining the high interpretability of the Hawkes process with the strong predictive ability of deep learning methods. Results of experiments on real-world datasets demonstrate that the proposed model outperforms state-of-the-art methods."
web structure mining,10.1007/978-981-96-6951-6_19,Research on Sensor Behavioral Psychological Health Based on Multi-task Learning,"As society develops, mental health is becoming increasingly important. Traditional mental health assessment methods, such as face-to-face interviews and observational techniques, are limited by several factors, including subjectivity, response delays, and high costs. To address these issues, recent research has utilized smart sensor data. Using smartphones to collect data provides valuable insights into student behavior while ensuring the privacy of the individuals involved. The transition from traditional questionnaires to sensor data has prompted the adoption of a multi-task learning (MTL) framework for a more comprehensive classification of mental health. This study investigates the relationship between behavioral attributes and mental health dimensions, using the Apriori algorithm for association rule mining and feature extraction. This method uncovers significant correlations, highlighting the close connection between mental health and behavioral data through detailed analysis. The study proposes the use of multi-task modeling to optimize information utilization and identify correlations across tasks. The introduction of the Deep Cross Network with Squeeze and Excitation Network and Progressive Layered Extraction (DC-SE-PLE), a deep learning neural network model, enhances hierarchical feature extraction and cross-task learning, significantly improving the model’s generalization and prediction accuracy."
web structure mining,10.1007/978-3-031-85240-4_12,Predicting the Role of Temozolomide Drug in Glioma by Integrating Available Genomic Databases and Computational Methods,"Cancer is one of the most serious and harmful diseases that threatens humanity. Currently there is no robust treatment which leads to guaranteed cure from cancer. Thus, researchers from various domains are still working hard to identify molecules such as genes and proteins which could be handled and targeted as cancer biomarkers. Various methods have been developed and the research spans wide range of techniques from wet lab testing by biologists to computational methods by computer scientists. The latter research is promising because it greatly reduces the number of molecules as potential biomarkers. This project investigated existing literature data by integrating text mining, as well as gene–gene interactions. Different genes are highlighted in relationship to Glioma and temozolomide."
web structure mining,10.1007/978-3-032-02215-8_7,An Enhanced FP-Growth Algorithm with Hybrid Adaptive Support Threshold for Association Rule Mining,"Finding frequent itemsets remains challenging due to manual threshold specification requirements in existing algorithms. This paper presents an Enhanced FP-Growth algorithm incorporating a hybrid adaptive support threshold that combines statistical variance analysis, frequency distribution patterns, and transaction density metrics. The algorithm automatically adjusts support levels based on dataset characteristics, eliminating manual threshold tuning. Experimental evaluation on five benchmark datasets against Aprior, FP-growth, and FP-Max shows our Enhanced FP-Growth consistently achieves superior execution time and improved memory efficiency. The hybrid threshold mechanism dynamically calibrates according to dataset characteristics, offering substantial efficiency gains across diverse data types."
web structure mining,10.1007/978-3-031-93257-1_5,Disentanglement-Enhanced User Representation via Domain-Level Clusters for Cross-Domain Recommendation,"Cross-domain recommendation (CDR) leverages source domain information to enhance target domain recommendations. Recently, disentanglement techniques are utilized to separate domain-shared information from domain-specific information in CDR, reducing negative migration. However, previous disentanglement works only consider individual interaction preference and ignore collective preference. It fails to capture comprehensive user preferences. To address this, we propose D isentanglement-enhanced user representation via D omain-level C lusters for C ross- D omain R ecommendation (DDC-CDR) , a novel model integrates individual and collective preference distributions, using domain-level cluster preference distributions for collective preference distributions. To achieve our goal, we design two modules: (1) A domain classifier disentangles user representations into domain-shared and domain-specific components by information theory. (2) An enhancer promotes the adoption of domain-shared user representations across domains and utilizes hierarchical approximation to capture and align the domain-level cluster preferences of the source and target domains, ensuring consistency of domain-level cluster shared information during the cross-domain transfers. Based on them, we generate enhanced user representations containing comprehensive user preferences. Extensive experimental results on four real-world datasets demonstrate the significant superiority of DDC-CDR over state-of-the-art baselines."
web structure mining,10.1007/978-3-031-93802-3_3,Analyzing Overlapping and Non-overlapping Communities in Complex Networks,"Understanding the fundamental structure and behavior of linked systems depends on knowing community detection in complicated networks. The study of overlapping and non-overlapping communities in complex networks is investigated here with an emphasis on their importance in exposing latent trends and relationships. Particularly important in social, biological, and technical networks, overlapping communities—where nodes might belong to several clusters—reflect the complex character of real-world interactions. On the other hand, non-overlapping communities have unambiguous limits that help to understand network components easily. This work compares the efficiency of modern techniques including Clique Percolation Method (CPM), Label Propagation, and modularity optimization in identifying overlapping and non-overlapping communities. Furthermore, the study investigates how community organization affects network robustness and functionality. This paper assesses the performance, accuracy, and scalability of various algorithms using real-world datasets from social media, biological networks, and citation networks. Furthermore, the study includes the difficulties of community overlap identification, including computational complexity and interpretability concerns. The results offer insightful analysis of choosing suitable community detection methods depending on network properties and application criteria. This work helps to clarify difficult network architectures, enable developments in social network research, bioinformatics, and cybersecurity."
