judul,isi,link,kategori
"Iptu Nyarna Gerakkan Hari Sedekah, Bedah 100 Rumah Tak Layak Huni Sejak 2010","Masa kecil yang penuh keterbatasan menjadi pelajaran berharga bagi Iptu Nyarna. Kini, ketika dia mengabdi sebagai polisi, dia sadar bahwa sebagian rezekinya adalah titipan yang harus disalurkan untuk membantu masyarakat yang kurang mampu.
Nyarna berbagi cerita mengenai jejak pengabdiannya sebagai polisi saat berbincang dengan detikcom, Kamis (18/9/2025). Nyarna yang kini menjabat sebagai Kapolsek Kampung Melayu, Bengkulu itu diusulkan oleh Polresta Bengkulu dalam programHoegengCorner 2025.
Nyarna menceritakan awal mula dirinya terlibat dalam sejumlah aksi sosial di Bengkulu. Program pertama yang digagasnya yaitu bedah rumah warga, ketika dia masih menjadi bintara.
Program itu dijalankan oleh Nyarna di mana pun dia bertugas. Bahkan sejak 2010 sampai saat ini, ada sekitar 100 rumah yang sudah direnovasi oleh Nyarna dan tim.
""Setiap saya dinas di manapun, itu andalan saya, karena wujud syukur. Di manapun saya dinas, saya gerak,"" ujar Nyarna.

Mekanisme program bantuan bedah rumah itu berawal dari usulan masyarakat. Kemudian Iptu Nyarna dan tim melakukan survei dan menghubungi tokoh masyarakat setempat untuk menanyakan layak atau tidaknya rumah itu direnovasi.
""Kadang kita terjun ke lapangan menemui lurah, nanti minta orang yang layak kita bedah, nanti kita survei dulu, kalau layak baru kita laporkan. Kalau di Polres Kapolres, kalau Polda Pak Irwasda,"" ujar Nyarna.
Adapun dana yang digunakan yaitu berasal dari para donatur. Selain itu, Nyarna juga sempat menggerakkan hari sedekah saat bertugas di Polres.
""Dari hari sedekah, terus donatur, sebagian uang saya, sebagian kecil. Baznas kota, Baznas provinsi. Terus ketemu developer, syaratnya pelaksananya saya, kalau pelaksanaannya saya, percaya,"" imbuh Nyarna.

Tim yang bertugas membantu Nyarna dalam melaksanakan program bedah rumah merupakan tim informal. Namun dia tetap melaporkan setiap perkembangan apa pun kepada atasannya.
""Kita laporan ke pimpinan, ada pertanggungjawabannnya, ada laporan,"" kata dia.
Sedangkan bentuk pertanggungjawaban kepada para donatur yang telah menyumbang, Nyarna biasanya selalu mengundang mereka di peletakan batu pertama. Bahkan beberapa di antara mereka kaget dengan hasil perbaikan rumah tersebut.
""Ada tim, bukan saya, yang terima bukan saya, itu ada bendaharanya. Masyarakat itu saya ajak membantu barang, ada masyarakat yang satu sak semen, kadang masyarakat bilang 'Nggak usah disebutkan, yok antar ke lokasi, saya bantu dua mobil', akhirnya jadi. Itu spontan,"" ujar dia.
Untuk menentukan pihak yang akan menggarap pembangunan, Nyarna bekerja sama dengan pihak lain. Proses renovasi pun melibatkan tenaga handal agar hasilnya berkualitas.
""Kita pakai kepala tukang, yang sudah profesional. Kan kita kerja sama dengan developer,"" kata Nyarna.
Atas dedikasinya tersebut, Nyarna mendapatkan apresiasi dari Kapolda Bengkulu dan mengikuti sekolah perwira pada 2017. Masa pendidikannya di Setukpa Polri pun juga dimanfaatkan oleh dia untuk mengabdi kepada masyarakat.
""Saya mencari orang-orang miskin. Setelah saya dapat dari dinas, sembako-sembako, itu saya ke pesantren-pesantren, ke orang-orang itu ngasih bantuan kepada tim. Akhirnya saya bisa membangun empat rumah, waktu di SIP itu. Dana dari sumbangan sukarela itu,"" kata Nyarna.
Alasan utama Nyarna menjalankan program bedah rumah karena pengalamannya dulu tinggal di rumah bambu. Membantu masyarakat kini menjadi wujud rasa syukurnya.
""Dulu rumah saya bambu, lantainya lantai dari tanah, terus dindindingnya dari bambu, terus kalau hujan tuh bocor. Ya alhamdulilah mulus, rasa syukur saya jadi polisi. karena Bapa/Ibu saya nggak lulus SD, baca tulis nggak bisa. Itu wujud rasa syukur,"" imbuh dia.
Tak hanya program bedah rumah, banyak juga aksi sosial lainnya yang dijalankan oleh Iptu Nyarna. Dia pernah memberikan peralatan bengkel, peralatan salon perempuan hingga membuat sumur bor di rutan dan lapas Bengkulu.
""Kalau itu panggilan hati, waktu saya main ke rutan setiap ada rutan, kita buat untuk mereka bekal ketika mereka nanti keluar. Saya buatkan salon perempuan, sama sumur bor, karena di situ nggak ada air sumur bor,"" ujar Nyarna.
Nyarna juga membuat program Perjaka (perkebunan, rohani, jangkrik, kambing dan ayam) di panti lansia. Menurut dia, para lansia di panti itu memerlukan sentuhan bantuan.
""Kalau di panti jompo itu saya membuat program Perjaka, perkebunan yang orang-orang jompo di panti itu saya buatkan, itu saya kasih kambing, terus kasih jangkrik, pengembangan jangkrik, saya kasih ayam, itu sekarang berhasil,"" ujar dia.
Hal lain yang dilakukan Iptu Nyarna yaitu membantu masyarakat untuk membangun jembatan. Saat menjabat sebagai Kapolsek, dia menerima laporan soal jembatan darurat yang roboh.
""Saya langsung terjun ke lampung ternyata di wilayah saya ada salah satu jembatan yang itu nggak layak, orang itu bahaya, maka saya perbaiki secara gotong royong, semuanya ikut akhirnya bisa dilewati sampai sekarang,"" tutur dia.
Nyarna menjelaskan alasan dirinya selalu terlibat dalam aksi-aksi sosial. Dia ingin menjadi pribadi yang bermanfaat bagi masyarakat.
""Ini kan panggilan hati, kan manusia yang bermanfaat adalah manusia yang berguna bagi orang lain, dan kita membantu orang itu kepuasan batin. Itu panggilan hati, saya keliling orang miskin, kita bersyukur,"" imbuhnya.

Tonton juga video ""Menteri PKP Janjikan Renovasi 700 Rumah Tak Layak Huni di Johar Baru"" di sini:

[Gambas:Video 20detik]

",https://news.detik.com/berita/d-8139057/iptu-nyarna-gerakkan-hari-sedekah-bedah-100-rumah-tak-layak-huni-sejak-2010,berita
"Dishub DKI Sebut Parkir Liar di Jaksel Belum Berizin, Bakal Ditertibkan","Parkir liardi atas lahan milik Pemerintah Provinsi (Pemprov) DKI Jakarta di kawasan Lebak Bulus, Jakarta Selatan, menuai sorotan setelah ditemukan Panitia Khusus (Pansus) Perparkiran DPRD DKI. Aktivitas ilegal itu disebut telah merugikan daerah sebesar Rp 37,8 miliar selama lebih dari dua dekade.
Menanggapi hal itu, Kepala Dinas Perhubungan (Dishub) DKI Jakarta Syafrin Liputo menegaskan lahan yang digunakan sebagai tempat parkir itu merupakan fasilitas sosial atau fasilitas umum (fasos/fasum) yang tercatat sebagai aset Pemprov DKI. Namun lokasi tersebut hingga kini tidak memiliki izin penyelenggaraan parkir di luar badan jalan.
""Berdasarkan regulasi perparkiran yang berlaku, setiap lokasi dengan lebih dari lima Satuan Ruang Parkir atau luas di atas 125 meter persegi wajib memiliki izin. Lokasi ini belum memiliki rekomendasi izin penyelenggaraan parkir,"" kata Syafrin dalam keterangan, Rabu (1/10/2025).
Syafrin menjelaskan, hasilmonitoringlapangan menunjukkan adanya aktivitas pengelolaan parkir yang dilakukan oleh warga. Ia menyebutkan pengelola dapat mengajukan permohonan pemanfaatan barang milik daerah (BMD) berupa lahan parkir kepada Badan Pengelola Aset Daerah (BPAD) sesuai dengan Permendagri Nomor 7 Tahun 2024.
Menurut dia, jika nantinya ditetapkan operator resmi, pihak tersebut wajib mengurus izin penyelenggaraan parkir ke Dinas Penanaman Modal dan Pelayanan Terpadu Satu Pintu (DPMPTSP) DKI Jakarta dengan rekomendasi Unit Pengelola Perparkiran. Setelah izin keluar, kawasan itu juga akan masuk sebagai objek pajak parkir resmi melalui penerbitan nomor objek pajak daerah (NOPD) oleh Badan Pendapatan Daerah (Bapenda).
Lebih lanjut, Syafrin menyampaikan, Dishub DKI bersama BPAD, Bapenda, Satpol PP, wali kota, dan aparat penegak hukum akan berkoordinasi melakukan langkah penertiban. Tindakan tersebut termasuk penyegelan lokasi jika ditemukan pelanggaran hingga pelaporan hukum bila terdapat indikasi tindak pidana penggelapan pajak.
""Pemprov DKI Jakarta berkomitmen menindak tegas praktik ilegal, memperbaiki tata kelola, dan memastikan pengawasan perparkiran berjalan lebih transparan,"" ujarnya.
Sebelumnya, Pansus Perparkiran DPRD DKI menemukan praktik parkir liar di lahan milik Pemprov DKI di area Ruko Bona Indah Plaza, Lebak Bulus, Cilandak, Jakarta Selatan. Lahan seluas 4.300 meter persegi itu disebut dikuasai pihak yang tidak bertanggung jawab selama lebih dari 20 tahun tanpa izin resmi dan tanpa penyetoran pajak. Potensi kerugian daerah ditaksir mencapai Rp 37,8 miliar.

Tonton juga video ""Sule Ditilang Bawa Pikap Double Cabin, Ini Kata Dishub DKI"" di sini:

[Gambas:Video 20detik]

",https://news.detik.com/berita/d-8139008/dishub-dki-sebut-parkir-liar-di-jaksel-belum-berizin-bakal-ditertibkan,berita
"Tarif MRT, LRT, hingga TransJakarta Rp 80 pada HUT TNI 5 Oktober","Pemerintah Provinsi DKI Jakarta memberikan tarif spesial untuk seluruh layanan transportasi publik pada 5 Oktober 2025, bertepatan dengan peringatan Hari Ulang Tahun (HUT) ke-80 Tentara Nasional Indonesia (TNI). Seluruh moda transportasi dari MRT, LRT, hingga Transjakarta akan dikenakan tarif Rp 80.
Gubernur DKI Jakarta Pramono Anung mengatakan kebijakan ini merupakan bentuk apresiasi kepada TNI atas pengabdiannya menjaga bangsa.

""Pada tanggal 5 Oktober, semua transportasi yang dikelola oleh Pemerintah DKI Jakarta, yaitu TransJakarta, MRT, LRT, dan juga LRT Jabodebek dan Mikrotrans, semuanya gratis, bayarnya 80 rupiah,"" ujar Pramono di Balai Kota Jakarta, Rabu (1/10/2025).
Ia menegaskan, kebijakan ini berlaku pada seluruh layanan publik di bawah pengelolaan Pemprov DKI.
""Sekali lagi, untuk memberikan apresiasi kepada TNI yang selama ini mengawal bangsa ini, kami, Pemerintah Jakarta, pada hari tersebut semua transportasi yang dikelola oleh Pemerintah Jakarta yaitu TransJakarta, MRT Jakarta, LRT Jakarta, LRT Jabodetabek, semuanya dikenakan tarif 80 rupiah,"" jelasnya.
Di hari yang sama, peringatan HUT TNI juga bertepatan dengan pelaksanaan hari bebas kendaraan bermotor atau car free day (CFD) yang jatuh pada hari Minggu. Pramono memastikan kegiatan CFD tetap berlangsung.
""Karena bertepatan dengan hari Minggu, yaitu hari car free day, maka kami sudah berkonsultasi dengan Pangdam Jaya. Pada hari itu car free day tetap diadakan karena sesuai dengan arahan dari Mabes TNI,"" ucapnya.

Tonton juga video ""Cuma 2 Hari! Naik TransJakarta, MRT, dan LRT Rp 1"" di sini:

[Gambas:Video 20detik]

",https://news.detik.com/berita/d-8139003/tarif-mrt-lrt-hingga-transjakarta-rp-80-pada-hut-tni-5-oktober,berita
Ketika Prabowo Bak Dirigen Pimpin Paduan Suara Panglima TNI hingga Kapolri,"Menteri Kebudayaan Fadli Zon, Panglima TNI Jenderal Agus Subiyanto, Kapolri Jenderal Listyo Sigit Prabowo, dan Seskab Teddy Indra Wijaya sempat bernyanyi bersama paduan suara di hadapan PresidenPrabowo Subiantoseusai upacara Hari Kesaktian Pancasila. Prabowo pun terlihat menggerakkan tangan bak dirigen dari depan panggung.
Momen itu terjadi setelah upacara Hari Kesaktian Pancasila yang digelar di Monumen Pancasila Sakti, Lubang Buaya, Jakarta Timur, Rabu (1/10/2025). Prabowom Wakil Presiden Gibran Rakabuming hingga sejumlah menteri tampak hadir di upacara tersebut.

Setelah upacara, Prabowo tampak menyalami para tamu. Prabowo kemudian terlihat meminta Menbud Fadli Zon naik ke panggung dan bernyanyi bersama paduan suara.
Fadli, Agus, Sigit, dan Teddy tampak naik ke panggung. Mereka kemudian menyanyikan lagu 'Bangun Pemudi Pemuda' hingga 'Garuda Pancasila'.
Prabowo yang berdiri di depan panggung terlihat menggerakkan tangan seperti dirigen yang memimpin paduan suara. Dia juga beberapa kali terlihat menunjuk ke arah anggota paduan suara untuk memberi semangat.

Sebagai informasi, Prabowo memimpin perdana upacara peringatan Hari Kesaktian Pancasila hari ini. Upacara dimulai pukul 08.00 WIB.
Terlihat hadir Ketua MPR Ahmad Muzani, Ketua DPR Puan Maharani, dan Wakil Ketua DPD Yorrys Raweyai. Para anggota Kabinet Merah Putih yang hadir antara lain Menko Polkam Djamari Chaniago, Menteri Pertahanan Sjafrie Sjamsoeddin, Menteri Keuangan Purbaya Yudhi Sadewa, Menteri Imigrasi dan Pemasyarakatan Agus Andrianto, Wamenkomdigi sekaligus Badan Komunikasi Pemerintah Angga Raka Prabowo, serta Ketua Dewan Ekonomi Nasional Luhut Binsar Pandjaitan.
Hadir juga Panglima TNI Jenderal Agus Subiyanto, Kapolri Jenderal Listyo Sigit Prabowo, Kepala Staf Angkatan Darat Maruli Simanjuntak, Kepala Staf Angkatan Laut Laksamana Muhammad Ali, serta Kepala Staf Angkatan Udara Marsekal Tonny Harjono.

Tonton juga video ""Prabowo Pimpin Upacara Peringatan Hari Kesaktian Pancasila di Lubang Buaya"" di sini:

[Gambas:Video 20detik]

",https://news.detik.com/berita/d-8138980/ketika-prabowo-bak-dirigen-pimpin-paduan-suara-panglima-tni-hingga-kapolri,berita
Apakah IKD Bisa Menggantikan KTP Fisik? Simak Penjelasan Dukcapil,"Identitas Kependudukan Digital(IKD) kini semakin gencar disosialisasikan sebagai layanan terbaru dari Dukcapil. Kehadirannya membuat masyarakat tak perlu lagi selalu membawa KTP fisik ketika membutuhkan data kependudukan.
Namun, apakah IKD sepenuhnya bisa menggantikan KTP fisik? Berikut penjelasan sebagaimana dikutip dari akun resmi Dinas Dukcapil DKI Jakarta.
Kepala Dinas Dukcapil Provinsi DKI Jakarta, Denny Wahyu Haryanto, menyampaikan bahwa IKD merupakan versi digital dari KTP elektronik (KTP fisik), atau disebut sebagai KTP digital fisik yang dilengkapi dengan fitur lebih lengkap. Tak hanya KTP, IKD juga memuat berbagai dokumen kependudukan lain.
""IKD ini merupakan KTP elektronik yang versi digital, namun memuat fitur yang lebih lengkap. Dan bukan hanya KTP elektronik saja, tetapi juga di dalamnya ada dokumen-dokumen kependudukan lainnya,"" terangnya dalam pernyataan yang dilansir Instagram @dukcapiljakarta, Selasa (30/9/2025).
Hal ini membuat masyarakat dapat membuktikan identitas secara digital dalam berbagai situasi, termasuk untuk keperluan administrasi di instansi pemerintahan maupun lembaga.

Menurut Denny, penggunaan IKD mampu mendorong efisiensi, transparansi, serta integrasi data antarinstansi. Dengan begitu, pelayanan publik bisa dilakukan lebih cepat dan akurat tanpa harus membawa banyak dokumen fisik.
IKD juga memberi kemudahan dan keamanan karena semua data kependudukan tersaji dalam satu aplikasi digital yang resmi dari pemerintah.
""(IKD) dapat digunakan untuk keperluan administrasi di instansi pemerintahan maupun lembaga tanpa perlu membawa dokumen fisiknya. Ini juga akan mendorong efisiensi, transparansi,dan integrasi data antar instansi dalam rangka pelayanan yang lebih cepat dan akurat,"" jelasnya.
Meski demikian, Dukcapil menegaskan bahwa dokumen fisik masih tetap berlaku. IKD hadir bukan untuk menghapus KTP elektronik dalam bentuk kartu, melainkan sebagai pelengkap yang mempermudah masyarakat.
Dengan kata lain, warga dapat menggunakan KTP fisik maupun IKD sesuai kebutuhan. Pemerintah mendorong masyarakat untuk segera melakukan aktivasi IKD di loket Dukcapil terdekat agar bisa merasakan manfaatnya.

Tonton juga video ""Cek Kesehatan Gratis Bisa Pakai IKD dan PeduliLindungi"" di sini:

[Gambas:Video 20detik]

",https://news.detik.com/berita/d-8138236/apakah-ikd-bisa-menggantikan-ktp-fisik-simak-penjelasan-dukcapil,berita
KPK Pindahkan 32 Kendaraan Kasus Pemerasan Kemnaker ke Rupbasan,"KPK memindahkan barang sitaan terkait kasus pemerasan K3 di Kementerian Ketenagakerjaan (Kemnaker) ke Rumah Penyimpanan Benda Sitaan Negara (Rupbasan). Ada 32 kendaraan yang dipindahkan.
Pantauandetikcomdi lokasi, Rabu (1/10/2025), pukul 09.30 WIB, proses pemindahan barang sitaan dari Gedung Merah Putih KPK, Kuningan, Jakarta Selatan, mulai dilakukan. Kendaraan yang dipindahkan berjumlah 32 kendaraan yang terdiri atas 25 mobil dan 7 motor.
Semua kendaraan itu dipindahkan dari parkiran basement ke halaman Gedung Juang. Satu per satu kendaraan itu mulai dipindahkan ke Rupbasan Cawang KPK.
Adapun kasus pemerasan pengurusan sertifikasi K3 di Kemnaker telah berlangsung sejak 2019. Uang pengurusan yang seharusnya cuma Rp 275 ribu melonjak menjadi Rp 6 juta.
KPK mengatakan dari selisih biaya yang dibayarkan oleh para pihak pengurus sertifikat K3 dengan biaya yang seharusnya, uang tersebut mengalir ke beberapa pihak.

Totalnya mencapai Rp 81 miliar. Dari Rp 81 miliar tersebut, Rp 69 miliar di antaranya mengalir ke Irvian Bobby Mahendro selaku Koordinator Bidang Kelembagaan dan Personil K3 tahun 2022-2025.
Berikut ini daftar lengkap 32 kendaraan yang dipindahkan ke Rupbasan Cawang:
25 mobilHonda CRV sebanyak 4 unitBMW 3301Suzuki Jimny 5 PintuMitsubishi Xpander sebanyak 2 unitToyota CorollaHyundai StargazerHyundai Palisade sebanyak 2 unitHiluxJeep CherokeeNissan GTRMitsubishi Pajero SportToyota LC HDJ 80 RToyota YarisLand Cruiser 300BAIC BJ40 PlusMercedes-Benz C300Mazda 6 SDNSuzuki 3K5FXSuzuki Type 218iWuling
7 motorVespa SprintVespaDucati XdiavelDucati HypermotardDucati Multi StradaDucati StreetfighterDucati Scrambler
",https://news.detik.com/berita/d-8138974/kpk-pindahkan-32-kendaraan-kasus-pemerasan-kemnaker-ke-rupbasan,berita
"Gempa Bumi M 6,5 Sumenep: Penyebab, Daerah yang Merasakan hingga Dampak","Gempa bumi mengguncang Sumenep, Jawa Timur, semalam. Menurut catatan Badan Meteorologi, Klimatologi, dan Geofisika (BMKG), gempa dengan magnitudo (M) 6,5 tersebut terasa hingga ke wilayah Bali dan Lombok.
Sejumlah rumah rusak dan beberapa orang terluka. Berikut informasi selengkapnya.
Mengutip dari akun X BMKG @infoBMKG, gempa magnitudo (M) 6,5 terjadi di Sumenep, Madura pada Selasa (30/9/2025) dengan titik koordinat 7,25 LS, 114,22 BT dan kedalaman gempa 11 Km. Gempa tidak berpotensi tsunami.
""#Gempa Mag:6.5, 30-Sep-25 23:49:43 WIB, Lok:7.25 LS,114.22 BT (50 km Tenggara SUMENEP-JATIM), Kedlmn:11 Km, tdk berpotensi tsunami #BMKG,"" cuit BMKG, Selasa (30/9/2025).

Usai gempa magnitudo (M) 6,5 mengguncang Sumenep, Madura, Jawa Timur, ada beberapa gempa susulan. Menurut BMKG, terjadi empat kali gempa susulan.
""Gempa susulan sebanyak empat kali ini, terjadi hingga pukul 00.29 WIB, Rabu pagi, dari kejadian awal pada pukul 23.49 WIB pada Selasa (30/9) malam, dengan magnitudo terbesar 4,4,"" kata Direktur Gempa Bumi dan Tsunami BMKG, Daryono, dilansir Antara, Rabu (1/10/2025).
Pusat gempa yang terjadi di kabupaten paling timur Pulau Madura tersebut berada pada koordinat 7,25 LS, 114,22 BT, dengan episenter gempa berada di laut 50 Km tenggara Sumenep dan Pulau Sapudi, Sumenep, di kedalaman 11 Km.
Direktur Gempa Bumi dan Tsunami BMKG, Daryono mengungkapkan gempa magnitudo (M) 6,5 di Sumenep dan Pulau Sapudi berpusat di laut. Gempa ini disebabkan oleh adanya aktivitas sesar aktif bawah laut.
""Dengan memperhatikan lokasi episenter dan kedalaman hiposenternya, gempa bumi yang terjadi merupakan jenis gempa bumi dangkal akibat adanya aktivitas sesar aktif bawah laut,"" ujar Direktur Gempabumi dan Tsunami BMKG Dr Daryono kepada wartawan, Rabu (1/10/2025).

Daryono mengatakan gempa memiliki mekanisme pergerakan naik. Dia mengatakan gempa ini berjenis dangkal.
""Hasil analisis mekanisme sumber menunjukkan bahwa gempa bumi memiliki mekanisme pergerakan naik (thrust fault),"" jelasnya.
Hasil analisis BMKG menunjukkan gempa ini memiliki parameter update dengan magnitudo M 6,0. Episentrum gempa terletak pada koordinat 7,35° LS dan 114,22° BT, atau tepatnya berlokasi di laut pada jarak 58 km arah Tenggara Sumenep, Jawa Timur, pada kedalaman 12 km.

Berikut ini beberapa derah yang merasakan gempa magnitudo (M) 6,5 di Sumenep.

DilansirdetikJatim, Rabu (1/10/2025), laporan sementara ada sekitar 22 bangunan mengalami kerusakan ringan, sedang, dan berat, termasuk dua masjid, satu musala, dan satu bangunan puskesmas mengalami kerusakan. Tim BPBD saat ini masih terus melakukan pendataan ke lapangan untuk memastikan jumlah korban, baik bangunan maupun korban jiwa.
Selain itu, tiga orang dilaporkan luka-luka akibat terkena serpihan kaca bangunan rusak.
""Untuk korban jiwa sementara ada 3 orang dilaporkan mengalami luka-luka akibat kena serpihan kaca bangunan yang rusak,"" kata Kepala BPBD Sumenep Ahmad Laili.
Ketiga korban terdiri dari:
Badan Nasional Penanggulangan Bencana (BNPB) mengungkapkan empat rumah warga mengalami kerusakan akibat gempa magnitudo (M) 6,5 di Sumenep. Dinding rumah warga roboh dan puing berserakan jatuh ke tanah.
""Dari hasil monitoring sementara per pukul 01.00 WIB, gempabumi tersebut telah menyebabkan empat rumah warga di Kabupaten Sumenep mengalami kerusakan di bagian dinding. Hasil laporan visual, kondisi dinding rumah warga roboh dan puing berserakan jatuh ke tanah,"" dikutip dari situs resmi BNPB, Rabu (1/9/2025).

Tonton juga video ""Kondisi Kerusakan Sejumlah Bangunan di Sumenep Usai Gempa M 6,5"" di sini:

[Gambas:Video 20detik]

",https://news.detik.com/berita/d-8138970/gempa-bumi-m-6-5-sumenep-penyebab-daerah-yang-merasakan-hingga-dampak,berita
Pemkab Garut Tetapkan Status KLB Buntut 131 Orang Keracunan MBG,"Ratusan pelajar di Garut mengalami keracunan setelah menyantap menu Makan Bergizi Gratis (MBG). Pemerintah Kabupaten (Pemkab) Garut pun menetapkan status status Kejadian Luar Biasa (KLB) keracunan.
Bupati Garut Syakur Amin menuturkan jumlah pelajar yang menjadi korban keracunan ini terus bertambah. Hingga Selasa (30/9/2025) malam, pukul 22.19 WIB, jumlahnya menjadi 131 orang.
""Ada yang dirawat di sini (Puskesmas Kadungora), di Puskesmas Leles, dan tiga orang dirujuk ke RSUD dr. Slamet Garut,"" ungkap Syakur, dilansirdetikJabar.
Menurut informasi yang dihimpundetikJabar, para pelajar yang mengalami keracunan ini merupakan siswa-siswi SDN 3 Talagasari, SMPN 1 Kadungora, SMP PGRI, dan SMA Annisa Kadungora. Selain itu, ada korban balita yang dirujuk ke rumah sakit.
Mereka mengalami gejala keracunan, seperti diare, mual, dan muntah, setelah mengonsumsi menu MBG yang dibagikan di sekolah pada Selasa siang.
Syakur pun telah menggelar rapat bersama jajarannya malam tadi. Pihaknya pun menetapkan status KLB.
""Malam tadi kami melaksanakan rapat. Intinya adalah, kita menegaskan kembali bahwa kondisinya tadi sudah perlu penanganan khusus. Maka kita tetapkan KLB,"" ujar Syakur, Rabu (1/10/2025).
Baca berita selengkapnyadi sini.

Tonton juga video ""Ombudsman Sarankan Pemerintah untuk Menata Regulasi MBG"" di sini:

[Gambas:Video 20detik]

",https://news.detik.com/berita/d-8138969/pemkab-garut-tetapkan-status-klb-buntut-131-orang-keracunan-mbg,berita
"Polisi Gerebek Rumah Pengoplos LPG di Tangerang, 2 Orang Ditangkap","Polisi menggerebek sebuah rumah yang menjadi tempat pengoplosan LPG di Kecamatan Pinang, KotaTangerang, Banten. Dua orang ditangkap dalam penggerebekan itu.
""Dua orang pelaku, masing-masing berinisial K (41) dan AA (31) diamankan saat penggerebekan di sebuah rumah kontrakan,"" kata Kapolsek Pinang Iptu Adityo Winanarko, Rabu (1/10/2025).
Penggerebekan dilakukan pada hari Senin (29/9) sore. Pengoplosan LPG dilakukan dari tabung kemasan 3 kilogram yang bersubsidi ke dalam tabung berukuran 12 kg nonsubsidi.
""Pengungkapan kasus ini berawal dari informasi masyarakat terkait adanya dugaan praktik oplosan gas di wilayah Pinang,"" ucapnya.
Pihak kepolisian kemudian langsung melakukan penyelidikan dan penggerebekan ke lokasi. Polisi mendapati dua pelaku beserta barang bukti di lokasi kejadian.
""Barang bukti yang diamankan lima tabung gas ukuran 12 kg kosong, enam tabung ukuran 12 kg berisi hasil oplosan, 15 tabung ukuran 3 kg kosong, satu tabung gas ukuran 3 kg terisi,"" jelasnya.
Barang bukti lain yang turut diamankan adalah timbangan digital, jarum suntik, sevel tabung, karet tabung gas, plastik bening sisa pembungkus es batu, sepeda motor, ponsel, dan obeng.
""Praktik pengoplosan LPG ini tidak hanya merugikan negara dan konsumen, tetapi juga membahayakan keselamatan pelaku maupun masyarakat sekitar karena risiko ledakan sangat besar,"" ucapnya.
Kedua pelaku kemudian digelandang ke kantor polisi untuk diperiksa. Keduanya saat ini telah ditetapkan sebagai tersangka.
Pelaku dijerat dengan Pasal 40 angka 9 Undang-Undang Nomor 11 Tahun 2020 tentang Cipta Kerja dan Pasal 62 juncto Pasal 8 ayat 1 Undang-Undang Nomor 8 Tahun 1999 tentang Perlindungan Konsumen. Mereka terancam pidana penjara 6 tahun.

[Gambas:Video 20detik]

",https://news.detik.com/berita/d-8138952/polisi-gerebek-rumah-pengoplos-lpg-di-tangerang-2-orang-ditangkap,berita
"Tim SAR Deteksi Posisi 6 Orang di Reruntuhan Ponpes Sidoarjo, Makanan Dikirim","Tim SAR gabungan telah mendeteksi posisi enam orang yang tertimbunreruntuhanmusala Ponpes Al Khoziny, Sidoarjo, Jawa Timur, masih dilakukan. Tim SAR pun mengirim makanan dan minuman dari celah reruntuhan ke korban sambil berupaya melakukan evakuasi.
""Tim SAR gabungan mendeteksi adanya indikasi enam orang korban yang masih bertahan di salah satu segmen reruntuhan. Melalui celah yang ada, petugas telah menyalurkan makanan dan minuman untuk menjaga kondisi para korban,"" ujar Kepala Pusat Data, Informasi, dan Komunikasi Kebencanaan BNPB Abdul Muhari, dilansirdetikJatim, Rabu (1/10/2025).
Data sementara per Selasa (30/9), pukul 19.00 WIB, 100 orang telah terevakuasi. Sementara 26 orang masih menjalani perawatan inap, 70 orang telah diperbolehkan pulang, 3 orang dilaporkan meninggal dunia, serta ada 1 pasien yang dirujuk ke rumah sakit di Mojokerto.
""Beberapa fasilitas kesehatan pun menjadi rujukan utama untuk penanganan korban dalam insiden ini, yakni di RSUD RT Notopuro, RS Siti Hajjar, RS Delta Surya, RS Sheila Medika, serta RS Unair,"" ucap Abdul.
Pantauan di lokasi, petugas masih terus melakukan evakuasi. Area sekitar pondok pesantren disterilkan.
Namun beberapa santri masih terlihat berada di sekitar pondok. Mereka terlihat membersihkan area pondok pesantren putra. Garis pembatas juga dipasang sebagai pembatas di sekitar lokasi. Petugas Satpol PP pun disiagakan.
Di sisi lain, suasana posko gabungan Ponpes Al Khoziny masih dipadati keluarga santri yang menunggu kabar mengenai anak-anaknya. Mereka tengah menunggu data baru terkait proses evakuasi yang dilakukan.
Simak lengkapnya disini.

Tonton juga video ""Momen Tim SAR Sisir Korban Banjir Bali yang Masih Hilang"" di sini:

[Gambas:Video 20detik]

",https://news.detik.com/berita/d-8138944/tim-sar-deteksi-posisi-6-orang-di-reruntuhan-ponpes-sidoarjo-makanan-dikirim,berita
