IP,/faq.html,/index.html
134.34.154.50,0,1
134.34.154.79,0,1
134.34.154.90,1,0
134.34.155.116,0,1
134.34.155.118,1,0
134.34.155.12,1,0
134.34.155.14,0,1
134.34.155.152,0,1
134.34.155.179,1,0
134.34.155.195,0,1
134.34.155.211,0,1
134.34.155.223,1,0
134.34.155.240,1,0
134.34.155.247,1,0
134.34.155.33,0,1
134.34.155.45,1,0
134.34.155.56,1,0
134.34.155.71,0,1
134.34.155.80,0,1
134.34.156.1,1,0
134.34.156.109,0,1
134.34.156.112,0,1
134.34.156.125,0,1
134.34.156.140,0,1
134.34.156.146,1,0
134.34.156.163,1,0
134.34.156.170,0,1
134.34.156.181,0,1
134.34.156.184,0,1
134.34.156.186,1,0
134.34.156.19,0,1
134.34.156.219,1,0
134.34.156.224,1,0
134.34.156.30,1,0
134.34.156.45,0,1
134.34.156.47,1,0
134.34.156.48,0,1
134.34.156.62,1,0
134.34.156.90,0,1
134.34.156.95,0,1
134.34.157.101,0,1
134.34.157.106,0,1
134.34.157.112,1,0
134.34.157.13,0,1
134.34.157.136,1,0
134.34.157.136,0,1
134.34.157.150,0,1
134.34.157.154,1,0
134.34.157.176,0,1
134.34.157.20,0,1
134.34.157.208,1,0
134.34.157.234,1,0
134.34.157.239,1,0
134.34.157.252,0,1
134.34.157.26,0,1
134.34.157.37,0,1
134.34.157.43,0,1
134.34.158.107,0,1
134.34.158.11,0,1
134.34.158.134,0,1
134.34.158.139,1,0
134.34.158.153,0,1
134.34.158.159,0,1
134.34.158.169,1,0
134.34.158.206,0,1
134.34.158.220,0,1
134.34.158.229,0,1
134.34.158.232,0,1
134.34.158.40,1,0
134.34.158.49,0,1
134.34.158.52,1,0
134.34.159.111,1,0
134.34.159.141,0,1
134.34.159.153,0,1
134.34.159.156,0,1
134.34.159.158,0,1
134.34.159.159,0,1
134.34.159.190,1,0
134.34.159.203,0,1
134.34.159.216,0,1
134.34.159.223,0,1
134.34.159.25,0,1
134.34.159.30,0,1
134.34.159.34,0,1
134.34.159.55,0,1
134.34.159.66,0,1
134.34.159.80,1,0
134.34.159.80,1,0
134.34.159.86,1,0
134.34.16.101,0,1
134.34.16.114,0,1
134.34.16.166,1,0
134.34.16.174,0,1
134.34.16.178,0,1
134.34.16.196,0,1
134.34.16.200,0,1
134.34.16.210,1,0
134.34.16.228,0,1
134.34.16.248,1,0
134.34.16.32,0,1
134.34.16.64,0,1
134.34.16.8,0,1
134.34.16.89,1,0
134.34.160.122,0,1
134.34.160.17,1,0
134.34.160.179,1,0
134.34.160.18,1,0
134.34.160.184,0,1
134.34.160.186,1,0
134.34.160.195,0,1
134.34.160.220,0,1
134.34.160.235,1,0
134.34.160.42,0,1
134.34.160.60,1,0
134.34.160.72,0,1
134.34.160.78,0,1
134.34.160.83,0,1
134.34.161.117,0,1
134.34.161.145,1,0
134.34.161.184,0,1
134.34.161.189,1,0
134.34.161.194,0,1
134.34.161.200,1,0
134.34.161.219,0,1
134.34.161.224,0,1
134.34.161.231,0,1
134.34.161.24,0,1
134.34.161.253,0,1
134.34.161.34,0,1
134.34.161.39,0,1
134.34.161.43,0,1
134.34.161.65,0,1
134.34.161.96,1,0
134.34.162.1,0,1
134.34.162.116,0,1
134.34.162.140,0,1
134.34.162.142,0,1
134.34.162.142,1,0
134.34.162.15,1,0
134.34.162.160,0,1
134.34.162.163,0,1
134.34.162.179,1,0
134.34.162.210,0,1
134.34.162.217,1,0
134.34.162.233,0,1
134.34.162.251,1,0
134.34.162.253,0,1
134.34.162.34,1,0
134.34.162.48,0,1
134.34.162.60,1,0
134.34.162.71,0,1
134.34.162.8,0,1
134.34.163.138,1,0
134.34.163.144,1,0
134.34.163.169,1,0
134.34.163.200,0,1
134.34.163.207,0,1
134.34.163.225,0,1
134.34.163.245,0,1
134.34.163.249,1,0
134.34.163.37,1,0
134.34.163.5,0,1
134.34.163.57,0,1
134.34.163.71,1,0
134.34.163.73,1,0
134.34.163.76,1,0
134.34.163.92,1,0
134.34.163.95,0,1
134.34.164.121,1,0
134.34.164.129,0,1
134.34.164.14,0,1
134.34.164.142,0,1
134.34.164.151,1,0
134.34.164.166,0,1
134.34.164.214,0,1
134.34.164.220,1,0
134.34.164.23,1,0
134.34.164.242,0,1
134.34.164.252,0,1
134.34.164.31,1,0
134.34.164.34,1,0
134.34.164.6,1,0
134.34.164.60,0,1
134.34.164.67,0,1
134.34.164.8,1,0
134.34.164.81,0,1
134.34.164.87,0,1
134.34.165.10,1,0
134.34.165.104,0,1
134.34.165.110,0,1
134.34.165.119,0,1
134.34.165.129,0,1
134.34.165.136,0,1
134.34.165.140,0,1
134.34.165.176,1,0
134.34.165.197,0,1
134.34.165.197,0,1
134.34.165.198,0,1
134.34.165.222,1,0
134.34.165.241,0,1
134.34.165.25,1,0
134.34.165.42,0,1
134.34.165.64,0,1
134.34.165.66,0,1
134.34.165.75,1,0
134.34.166.101,1,0
134.34.166.103,0,1
134.34.166.108,0,1
134.34.166.116,1,0
134.34.166.140,0,1
134.34.166.157,0,1
134.34.166.171,0,1
134.34.166.175,0,1
134.34.166.192,1,0
134.34.166.203,0,1
134.34.166.229,1,0
134.34.166.231,0,1
134.34.166.27,1,0
134.34.166.30,0,1
134.34.166.38,0,1
134.34.166.56,0,1
134.34.166.86,0,1
134.34.166.91,1,0
134.34.166.93,0,1
134.34.166.94,0,1
134.34.167.106,1,0
134.34.167.112,0,1
134.34.167.115,1,0
134.34.167.127,1,0
134.34.167.145,0,1
134.34.167.152,0,1
134.34.167.164,1,0
134.34.167.165,0,1
134.34.167.186,1,0
134.34.167.247,0,1
134.34.167.45,1,0
134.34.167.46,1,0
134.34.167.59,1,0
134.34.167.6,0,1
134.34.167.60,0,1
134.34.167.71,0,1
134.34.167.78,0,1
134.34.167.84,0,1
134.34.168.101,1,0
134.34.168.113,1,0
134.34.168.138,1,0
134.34.168.14,0,1
134.34.168.155,1,0
134.34.168.160,0,1
134.34.168.161,1,0
134.34.168.192,0,1
134.34.168.195,0,1
134.34.168.207,0,1
134.34.168.232,0,1
134.34.168.233,0,1
134.34.168.245,0,1
134.34.168.254,1,0
134.34.168.39,1,0
134.34.168.73,1,0
134.34.168.77,0,1
134.34.168.81,0,1
134.34.168.89,0,1
134.34.168.9,0,1
134.34.169.104,1,0
134.34.169.105,1,0
134.34.169.154,0,1
134.34.169.173,0,1
134.34.169.202,0,1
134.34.169.236,0,1
134.34.169.57,0,1
134.34.169.60,0,1
134.34.169.61,0,1
134.34.169.90,1,0
134.34.17.0,1,0
134.34.17.112,0,1
134.34.17.133,0,1
134.34.17.140,1,0
134.34.17.143,0,1
134.34.17.149,0,1
134.34.17.17,1,0
134.34.17.177,0,1
134.34.17.211,0,1
134.34.17.214,1,0
134.34.17.215,0,1
134.34.17.46,1,0
134.34.17.56,1,0
134.34.17.70,0,1
134.34.17.81,0,1
134.34.170.103,1,0
134.34.170.11,0,1
134.34.170.113,0,1
134.34.170.15,0,1
134.34.170.159,0,1
134.34.170.172,1,0
134.34.170.19,0,1
134.34.170.190,1,0
134.34.170.70,1,0
134.34.170.74,0,1
134.34.171.108,0,1
134.34.171.110,0,1
134.34.171.145,0,1
134.34.171.151,1,0
134.34.171.16,1,0
134.34.171.19,0,1
134.34.171.204,0,1
134.34.171.221,0,1
134.34.171.23,1,0
134.34.171.242,1,0
134.34.171.25,0,1
134.34.171.31,0,1
134.34.171.9,0,1
134.34.172.109,1,0
134.34.172.156,1,0
134.34.172.18,0,1
134.34.172.196,0,1
134.34.172.20,0,1
134.34.172.20,1,0
134.34.172.22,0,1
134.34.172.228,0,1
134.34.172.39,1,0
134.34.172.45,0,1
134.34.172.52,1,0
134.34.172.69,1,0
134.34.173.126,0,1
134.34.173.129,1,0
134.34.173.132,0,1
134.34.173.14,0,1
134.34.173.158,0,1
134.34.173.167,0,1
134.34.173.175,1,0
134.34.173.209,0,1
134.34.173.235,0,1
134.34.173.240,1,0
134.34.173.246,0,1
134.34.173.27,0,1
134.34.173.36,1,0
134.34.173.37,0,1
134.34.173.4,0,1
134.34.173.42,0,1
134.34.173.64,0,1
134.34.173.75,0,1
134.34.174.101,0,1
134.34.174.106,0,1
134.34.174.155,0,1
134.34.174.180,1,0
134.34.174.186,0,1
134.34.174.195,0,1
134.34.174.210,1,0
134.34.174.238,0,1
134.34.174.24,1,0
134.34.174.3,0,1
134.34.174.59,0,1
134.34.174.83,0,1
134.34.175.111,0,1
134.34.175.119,1,0
134.34.175.127,0,1
134.34.175.16,0,1
134.34.175.185,1,0
134.34.175.197,0,1
134.34.175.205,1,0
134.34.175.208,0,1
134.34.175.250,0,1
134.34.175.252,1,0
134.34.175.36,0,1
134.34.175.39,0,1
134.34.175.40,0,1
134.34.175.46,0,1
134.34.175.49,0,1
134.34.175.5,0,1
134.34.175.61,1,0
134.34.175.73,1,0
134.34.175.84,0,1
134.34.175.9,0,1
134.34.175.95,1,0
134.34.176.101,1,0
134.34.176.104,0,1
134.34.176.104,0,1
134.34.176.118,0,1
134.34.176.130,0,1
134.34.176.133,0,1
134.34.176.138,0,1
134.34.176.15,1,0
134.34.176.163,1,0
134.34.176.170,0,1
134.34.176.175,1,0
134.34.176.212,0,1
134.34.176.214,0,1
134.34.176.22,1,0
134.34.176.220,0,1
134.34.176.223,0,1
134.34.176.228,0,1
134.34.176.25,1,0
134.34.176.37,0,1
134.34.176.53,1,0
134.34.176.72,0,1
134.34.176.75,0,1
134.34.176.83,1,0
134.34.176.85,1,0
134.34.176.87,0,1
134.34.176.90,1,0
134.34.177.111,0,1
134.34.177.112,1,0
134.34.177.201,0,1
134.34.177.218,1,0
134.34.177.31,0,1
134.34.177.67,0,1
134.34.177.72,0,1
134.34.177.78,1,0
134.34.177.87,0,1
134.34.177.92,1,0
134.34.178.103,0,1
134.34.178.12,1,0
134.34.178.136,1,0
134.34.178.15,1,0
134.34.178.174,0,1
134.34.178.174,1,0
134.34.178.177,0,1
134.34.178.188,0,1
134.34.178.20,0,1
134.34.178.204,0,1
134.34.178.223,1,0
134.34.178.243,0,1
134.34.178.83,1,0
134.34.178.98,1,0
134.34.179.112,1,0
134.34.179.120,0,1
134.34.179.142,0,1
134.34.179.18,1,0
134.34.179.186,1,0
134.34.179.20,0,1
134.34.179.205,0,1
134.34.179.215,0,1
134.34.179.24,0,1
134.34.179.32,1,0
134.34.179.40,0,1
134.34.179.43,1,0
134.34.179.65,0,1
134.34.179.68,0,1
134.34.179.83,0,1
134.34.179.84,0,1
134.34.179.89,0,1
134.34.179.93,1,0
134.34.18.114,1,0
134.34.18.121,0,1
134.34.18.13,1,0
134.34.18.15,0,1
134.34.18.150,1,0
134.34.18.152,0,1
134.34.18.160,0,1
134.34.18.163,0,1
134.34.18.181,0,1
134.34.18.201,0,1
134.34.18.204,1,0
134.34.18.210,1,0
134.34.18.23,0,1
134.34.18.232,1,0
134.34.18.37,1,0
134.34.18.44,0,1
134.34.18.5,1,0
134.34.18.70,1,0
134.34.18.76,1,0
134.34.18.79,0,1
134.34.18.86,1,0
134.34.180.105,0,1
134.34.180.122,0,1
134.34.180.175,1,0
134.34.180.194,0,1
134.34.180.213,0,1
134.34.180.225,0,1
134.34.180.228,1,0
134.34.180.228,1,0
134.34.180.254,1,0
134.34.180.44,0,1
134.34.180.47,1,0
134.34.180.63,0,1
134.34.180.82,1,0
134.34.180.88,0,1
134.34.180.96,0,1
134.34.180.99,0,1
134.34.181.1,0,1
134.34.181.102,1,0
134.34.181.125,1,0
134.34.181.127,0,1
134.34.181.127,1,0
134.34.181.139,0,1
134.34.181.171,1,0
134.34.181.174,1,0
134.34.181.184,0,1
134.34.181.194,0,1
134.34.181.223,0,1
134.34.181.245,0,1
134.34.181.30,0,1
134.34.181.4,0,1
134.34.181.41,0,1
134.34.181.46,1,0
134.34.181.52,0,1
134.34.182.119,0,1
134.34.182.125,0,1
134.34.182.127,0,1
134.34.182.139,0,1
134.34.182.142,1,0
134.34.182.168,1,0
134.34.182.168,0,1
134.34.182.178,0,1
134.34.182.211,0,1
134.34.182.215,0,1
134.34.182.28,0,1
134.34.182.70,0,1
134.34.182.82,0,1
134.34.182.90,1,0
134.34.182.93,0,1
134.34.183.108,0,1
134.34.183.169,0,1
134.34.183.169,0,1
134.34.183.174,0,1
134.34.183.187,1,0
134.34.183.199,0,1
134.34.183.200,0,1
134.34.183.231,1,0
134.34.183.26,1,0
134.34.183.31,1,0
134.34.183.44,1,0
134.34.183.5,0,1
134.34.183.51,0,1
134.34.183.51,1,0
134.34.183.66,1,0
134.34.183.77,1,0
134.34.183.8,0,1
134.34.183.86,0,1
134.34.184.117,0,1
134.34.184.133,0,1
134.34.184.140,0,1
134.34.184.161,1,0
134.34.184.188,0,1
134.34.184.208,0,1
134.34.184.218,0,1
134.34.184.237,0,1
134.34.184.245,1,0
134.34.184.248,0,1
134.34.184.33,1,0
134.34.184.38,1,0
134.34.184.54,0,1
134.34.184.92,0,1
134.34.185.1,1,0
134.34.185.12,1,0
134.34.185.123,0,1
134.34.185.129,0,1
134.34.185.147,0,1
134.34.185.16,0,1
134.34.185.160,1,0
134.34.185.171,0,1
134.34.185.206,0,1
134.34.185.215,0,1
134.34.185.216,0,1
134.34.185.246,0,1
134.34.185.29,0,1
134.34.185.56,0,1
134.34.185.67,1,0
134.34.185.88,1,0
134.34.186.100,0,1
134.34.186.122,0,1
134.34.186.149,0,1
134.34.186.165,1,0
134.34.186.196,0,1
134.34.186.200,0,1
134.34.186.203,0,1
134.34.186.210,1,0
134.34.186.217,1,0
134.34.186.221,1,0
134.34.186.227,0,1
134.34.186.227,0,1
134.34.186.236,1,0
134.34.186.245,0,1
134.34.186.249,0,1
134.34.186.250,0,1
134.34.186.31,0,1
134.34.186.7,0,1
134.34.186.96,0,1
134.34.187.101,0,1
134.34.187.112,0,1
134.34.187.114,1,0
134.34.187.160,0,1
134.34.187.173,0,1
134.34.187.174,0,1
134.34.187.175,0,1
134.34.187.18,1,0
134.34.187.200,0,1
134.34.187.204,0,1
134.34.187.207,0,1
134.34.187.209,1,0
134.34.187.220,1,0
134.34.187.222,0,1
134.34.187.226,1,0
134.34.187.232,0,1
134.34.187.237,1,0
134.34.187.245,0,1
134.34.187.253,1,0
134.34.187.41,1,0
134.34.187.44,0,1
134.34.187.61,0,1
134.34.187.77,0,1
134.34.187.98,0,1
134.34.188.128,0,1
134.34.188.138,0,1
134.34.188.140,1,0
134.34.188.187,0,1
134.34.188.19,1,0
134.34.188.212,0,1
134.34.188.221,0,1
134.34.188.37,0,1
134.34.188.38,0,1
134.34.188.40,1,0
134.34.188.70,0,1
134.34.189.106,0,1
134.34.189.107,0,1
134.34.189.112,0,1
134.34.189.121,1,0
134.34.189.125,1,0
134.34.189.135,0,1
134.34.189.150,1,0
134.34.189.164,0,1
134.34.189.168,0,1
134.34.189.190,1,0
134.34.189.201,1,0
134.34.189.217,0,1
134.34.189.230,0,1
134.34.189.26,0,1
134.34.189.33,0,1
134.34.189.53,1,0
134.34.189.61,0,1
134.34.189.84,0,1
134.34.19.122,0,1
134.34.19.125,0,1
134.34.19.127,1,0
134.34.19.131,1,0
134.34.19.145,0,1
134.34.19.165,0,1
134.34.19.175,0,1
134.34.19.181,0,1
134.34.19.194,1,0
134.34.19.200,0,1
134.34.19.206,1,0
134.34.19.215,0,1
134.34.19.219,0,1
134.34.19.224,0,1
134.34.19.231,1,0
134.34.19.73,0,1
134.34.19.81,1,0
134.34.19.91,0,1
134.34.19.92,1,0
134.34.19.96,0,1
134.34.190.153,0,1
134.34.190.18,1,0
134.34.190.211,1,0
134.34.190.22,1,0
134.34.190.224,0,1
134.34.190.248,0,1
134.34.190.5,0,1
134.34.190.50,0,1
134.34.190.54,0,1
134.34.190.66,0,1
134.34.190.78,0,1
134.34.190.94,1,0
134.34.190.98,0,1
134.34.191.102,1,0
134.34.191.111,1,0
134.34.191.116,1,0
134.34.191.148,1,0
134.34.191.148,1,0
134.34.191.157,0,1
134.34.191.195,1,0
134.34.191.217,1,0
134.34.191.238,0,1
134.34.191.51,0,1
134.34.191.67,0,1
134.34.191.95,0,1
134.34.191.99,0,1
134.34.192.109,0,1
134.34.192.162,0,1
134.34.192.164,0,1
134.34.192.212,0,1
134.34.192.224,0,1
134.34.192.225,0,1
134.34.192.245,1,0
134.34.192.246,0,1
134.34.192.56,0,1
134.34.192.58,0,1
134.34.192.67,1,0
134.34.192.69,1,0
134.34.192.76,0,1
134.34.192.80,0,1
134.34.192.88,0,1
134.34.192.91,1,0
134.34.192.92,1,0
134.34.193.102,0,1
134.34.193.117,0,1
134.34.193.129,0,1
134.34.193.172,1,0
134.34.193.179,1,0
134.34.193.191,1,0
134.34.193.191,1,0
134.34.193.219,0,1
134.34.193.41,1,0
134.34.193.74,0,1
134.34.193.8,0,1
134.34.193.82,0,1
134.34.194.10,1,0
134.34.194.105,1,0
134.34.194.106,0,1
134.34.194.115,0,1
134.34.194.120,1,0
134.34.194.13,0,1
134.34.194.14,0,1
134.34.194.153,0,1
134.34.194.156,0,1
134.34.194.165,1,0
134.34.194.177,0,1
134.34.194.213,0,1
134.34.194.224,1,0
134.34.194.233,0,1
134.34.194.236,0,1
134.34.194.241,0,1
134.34.194.243,0,1
134.34.194.248,0,1
134.34.194.48,0,1
134.34.194.70,0,1
134.34.194.78,1,0
134.34.195.108,0,1
134.34.195.135,0,1
134.34.195.158,0,1
134.34.195.164,0,1
134.34.195.194,0,1
134.34.195.210,0,1
134.34.195.213,1,0
134.34.195.213,0,1
134.34.195.231,0,1
134.34.195.238,0,1
134.34.195.25,1,0
134.34.195.40,0,1
134.34.195.74,0,1
134.34.195.81,1,0
134.34.195.88,0,1
134.34.195.94,0,1
134.34.196.10,1,0
134.34.196.110,1,0
134.34.196.116,0,1
134.34.196.13,0,1
134.34.196.136,0,1
134.34.196.161,0,1
134.34.196.164,0,1
134.34.196.176,0,1
134.34.196.193,0,1
134.34.196.21,1,0
134.34.196.214,0,1
134.34.196.224,1,0
134.34.196.226,0,1
134.34.196.32,0,1
134.34.196.37,0,1
134.34.196.47,0,1
134.34.196.48,0,1
134.34.196.54,0,1
134.34.196.58,0,1
134.34.196.62,0,1
134.34.196.91,1,0
134.34.196.93,1,0
134.34.196.94,1,0
134.34.197.127,0,1
134.34.197.13,1,0
134.34.197.130,0,1
134.34.197.149,1,0
134.34.197.150,0,1
134.34.197.233,1,0
134.34.197.239,1,0
134.34.197.24,0,1
134.34.197.38,1,0
134.34.197.47,0,1
134.34.197.48,1,0
134.34.197.52,0,1
134.34.197.59,0,1
134.34.197.6,0,1
134.34.197.62,0,1
134.34.197.63,0,1
134.34.197.70,0,1
134.34.197.72,0,1
134.34.198.107,0,1
134.34.198.108,0,1
134.34.198.12,0,1
134.34.198.12,0,1
134.34.198.134,0,1
134.34.198.178,1,0
134.34.198.178,0,1
134.34.198.192,0,1
134.34.198.192,1,0
134.34.198.201,1,0
134.34.198.207,1,0
134.34.198.212,0,1
134.34.198.22,0,1
134.34.198.226,0,1
134.34.198.27,1,0
134.34.198.32,0,1
134.34.198.33,1,0
134.34.198.41,0,1
134.34.198.51,0,1
134.34.198.59,0,1
134.34.198.60,0,1
134.34.198.78,1,0
134.34.199.11,1,0
134.34.199.126,0,1
134.34.199.129,0,1
134.34.199.134,1,0
134.34.199.164,0,1
134.34.199.190,1,0
134.34.199.194,1,0
134.34.199.196,1,0
134.34.199.2,0,1
134.34.199.206,0,1
134.34.199.239,1,0
134.34.199.56,1,0
134.34.199.65,0,1
134.34.199.7,0,1
134.34.199.72,1,0
134.34.199.86,0,1
134.34.199.92,0,1
134.34.2.108,0,1
134.34.2.154,0,1
134.34.2.173,0,1
134.34.2.186,1,0
134.34.2.192,0,1
134.34.2.206,0,1
134.34.2.220,1,0
134.34.2.225,0,1
134.34.2.246,1,0
134.34.2.250,0,1
134.34.2.43,0,1
134.34.2.47,0,1
134.34.2.53,1,0
134.34.2.79,1,0
134.34.2.92,0,1
134.34.20.1,1,0
134.34.20.108,0,1
134.34.20.113,1,0
134.34.20.114,0,1
134.34.20.14,1,0
134.34.20.147,0,1
134.34.20.153,0,1
134.34.20.162,1,0
134.34.20.17,0,1
134.34.20.175,0,1
134.34.20.210,1,0
134.34.20.222,0,1
134.34.20.25,0,1
134.34.20.31,0,1
134.34.20.42,0,1
134.34.20.60,1,0
134.34.20.83,0,1
134.34.20.92,0,1
134.34.20.94,0,1
134.34.20.95,0,1
134.34.20.95,0,1
134.34.200.0,1,0
134.34.200.108,0,1
134.34.200.124,1,0
134.34.200.126,1,0
134.34.200.140,0,1
134.34.200.145,1,0
134.34.200.190,1,0
134.34.200.210,0,1
134.34.200.227,1,0
134.34.200.244,0,1
134.34.200.253,0,1
134.34.200.28,0,1
134.34.200.33,0,1
134.34.200.45,0,1
134.34.200.52,1,0
134.34.200.73,0,1
134.34.201.105,0,1
134.34.201.106,1,0
134.34.201.134,0,1
134.34.201.136,0,1
134.34.201.143,1,0
134.34.201.151,0,1
134.34.201.168,0,1
134.34.201.169,1,0
134.34.201.175,0,1
134.34.201.190,0,1
134.34.201.248,0,1
134.34.201.45,0,1
134.34.201.48,0,1
134.34.201.5,0,1
134.34.201.51,0,1
134.34.201.55,1,0
134.34.202.117,1,0
134.34.202.145,1,0
134.34.202.148,1,0
134.34.202.191,1,0
134.34.202.222,0,1
134.34.202.238,0,1
134.34.202.28,0,1
134.34.202.44,0,1
134.34.202.49,0,1
134.34.202.61,1,0
134.34.202.65,1,0
134.34.202.77,1,0
134.34.202.87,1,0
134.34.202.93,0,1
134.34.202.97,0,1
134.34.203.108,1,0
134.34.203.122,0,1
134.34.203.157,0,1
134.34.203.179,0,1
134.34.203.181,1,0
134.34.203.205,1,0
134.34.203.209,0,1
134.34.203.221,0,1
134.34.203.245,0,1
134.34.203.251,1,0
134.34.203.3,0,1
134.34.203.37,1,0
134.34.203.64,1,0
134.34.203.73,0,1
134.34.203.73,1,0
134.34.203.76,0,1
134.34.203.84,0,1
134.34.203.87,0,1
134.34.203.91,1,0
134.34.203.92,1,0
134.34.204.102,0,1
134.34.204.13,0,1
134.34.204.134,1,0
134.34.204.153,0,1
134.34.204.178,1,0
134.34.204.201,0,1
134.34.204.209,0,1
134.34.204.244,0,1
134.34.204.32,1,0
134.34.204.60,0,1
134.34.204.62,1,0
134.34.204.8,0,1
134.34.204.89,0,1
134.34.204.9,0,1
134.34.204.94,1,0
134.34.205.10,0,1
134.34.205.11,1,0
134.34.205.118,0,1
134.34.205.146,0,1
134.34.205.148,0,1
134.34.205.189,0,1
134.34.205.191,0,1
134.34.205.205,0,1
134.34.205.206,0,1
134.34.205.216,0,1
134.34.205.218,1,0
134.34.205.220,1,0
134.34.205.222,0,1
134.34.205.92,1,0
134.34.206.100,0,1
134.34.206.123,1,0
134.34.206.13,1,0
134.34.206.169,0,1
134.34.206.172,0,1
134.34.206.191,1,0
134.34.206.193,0,1
134.34.206.198,0,1
134.34.206.204,0,1
134.34.206.215,0,1
134.34.206.219,1,0
134.34.206.228,0,1
134.34.206.230,0,1
134.34.206.232,0,1
134.34.206.232,0,1
134.34.206.249,1,0
134.34.206.26,1,0
134.34.206.62,0,1
134.34.206.63,0,1
134.34.206.65,0,1
134.34.206.82,0,1
134.34.206.92,1,0
134.34.206.93,0,1
134.34.207.134,0,1
134.34.207.139,0,1
134.34.207.145,0,1
134.34.207.150,1,0
134.34.207.156,1,0
134.34.207.159,1,0
134.34.207.176,0,1
134.34.207.189,0,1
134.34.207.20,1,0
134.34.207.205,1,0
134.34.207.219,1,0
134.34.207.223,0,1
134.34.207.224,1,0
134.34.207.229,1,0
134.34.207.245,0,1
134.34.207.30,0,1
134.34.207.36,0,1
134.34.207.44,0,1
134.34.207.5,1,0
134.34.207.5,0,1
134.34.207.52,0,1
134.34.207.59,1,0
134.34.207.64,0,1
134.34.207.73,0,1
134.34.207.75,0,1
134.34.207.88,1,0
134.34.207.91,0,1
134.34.208.107,0,1
134.34.208.110,0,1
134.34.208.115,1,0
134.34.208.130,0,1
134.34.208.138,0,1
134.34.208.142,0,1
134.34.208.157,1,0
134.34.208.18,0,1
134.34.208.190,0,1
134.34.208.24,0,1
134.34.208.24,0,1
134.34.208.243,1,0
134.34.208.244,0,1
134.34.208.64,0,1
134.34.208.75,0,1
134.34.208.91,0,1
134.34.208.96,1,0
134.34.209.119,0,1
134.34.209.148,0,1
134.34.209.157,1,0
134.34.209.178,0,1
134.34.209.184,0,1
134.34.209.22,0,1
134.34.209.225,0,1
134.34.209.227,0,1
134.34.209.232,0,1
134.34.209.240,0,1
134.34.209.248,1,0
134.34.209.249,0,1
134.34.209.250,0,1
134.34.209.251,0,1
134.34.209.253,1,0
134.34.209.3,0,1
134.34.209.33,1,0
134.34.209.42,0,1
134.34.209.6,1,0
134.34.209.65,1,0
134.34.209.78,1,0
134.34.209.79,0,1
134.34.209.81,0,1
134.34.21.13,0,1
134.34.21.135,0,1
134.34.21.140,1,0
134.34.21.157,0,1
134.34.21.176,1,0
134.34.21.186,0,1
134.34.21.208,0,1
134.34.21.22,0,1
134.34.21.225,0,1
134.34.21.24,1,0
134.34.21.240,0,1
134.34.21.27,0,1
134.34.21.30,1,0
134.34.21.41,0,1
134.34.21.61,0,1
134.34.21.67,0,1
134.34.21.77,0,1
134.34.21.83,0,1
134.34.21.94,1,0
134.34.210.125,0,1
134.34.210.13,0,1
134.34.210.140,0,1
134.34.210.193,0,1
134.34.210.194,0,1
134.34.210.195,1,0
134.34.210.199,0,1
134.34.210.199,0,1
134.34.210.2,0,1
134.34.210.200,0,1
134.34.210.202,1,0
134.34.210.218,0,1
134.34.210.221,1,0
134.34.210.250,0,1
134.34.210.57,1,0
134.34.210.60,0,1
134.34.210.69,0,1
134.34.211.100,0,1
134.34.211.114,0,1
134.34.211.123,0,1
134.34.211.126,1,0
134.34.211.127,0,1
134.34.211.170,0,1
134.34.211.177,0,1
134.34.211.200,1,0
134.34.211.212,1,0
134.34.211.230,1,0
134.34.211.29,0,1
134.34.211.36,1,0
134.34.211.4,1,0
134.34.211.47,0,1
134.34.211.7,0,1
134.34.211.77,1,0
134.34.212.103,1,0
134.34.212.106,1,0
134.34.212.108,1,0
134.34.212.148,0,1
134.34.212.164,0,1
134.34.212.188,1,0
134.34.212.201,0,1
134.34.212.210,0,1
134.34.212.224,1,0
134.34.212.242,0,1
134.34.212.40,0,1
134.34.212.42,0,1
134.34.212.64,0,1
134.34.212.75,1,0
134.34.212.77,1,0
134.34.212.86,0,1
134.34.212.94,0,1
134.34.213.105,1,0
134.34.213.119,0,1
134.34.213.12,1,0
134.34.213.129,0,1
134.34.213.141,1,0
134.34.213.160,0,1
134.34.213.162,0,1
134.34.213.167,1,0
134.34.213.254,0,1
134.34.213.52,0,1
134.34.213.53,1,0
134.34.213.53,0,1
134.34.213.63,0,1
134.34.213.82,0,1
134.34.214.110,1,0
134.34.214.117,0,1
134.34.214.122,1,0
134.34.214.130,0,1
134.34.214.139,0,1
134.34.214.143,1,0
134.34.214.156,0,1
134.34.214.168,1,0
134.34.214.172,0,1
134.34.214.191,1,0
134.34.214.215,1,0
134.34.214.217,0,1
134.34.214.237,0,1
134.34.214.241,0,1
134.34.214.253,1,0
134.34.214.47,0,1
134.34.214.6,0,1
134.34.214.76,1,0
134.34.215.1,0,1
134.34.215.115,1,0
134.34.215.116,0,1
134.34.215.150,1,0
134.34.215.167,0,1
134.34.215.17,1,0
134.34.215.186,0,1
134.34.215.205,1,0
134.34.215.236,0,1
134.34.215.249,1,0
134.34.215.34,1,0
134.34.215.61,0,1
134.34.215.68,0,1
134.34.215.77,1,0
134.34.215.81,0,1
134.34.215.97,0,1
134.34.216.103,1,0
134.34.216.109,1,0
134.34.216.125,0,1
